,Annual_salary,Age,Experience_years,Sex_F,Sex_M,Race_AMIND,Race_ASIAN,Race_BLACK,Race_HISPA,Race_WHITE,"Job_title_Captain, Public Safety",Job_title_Corporal,Job_title_Director IV,Job_title_Director VI,Job_title_Director VII,"Job_title_Lieutenant, Public Safety","Job_title_Major, Public Safety",Job_title_Probationary Trooper,"Job_title_Sergeant, Public Safety",Job_title_Trooper
827,53241.96,30,5.475814013977015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
828,72612.96,59,17.840202057537116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
829,72612.96,40,17.840202057537116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
830,69540.96,33,11.26374942675072,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
831,69540.96,43,13.946898293599459,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
832,53241.96,30,3.98091678816129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
833,79323.0,47,25.17231702225234,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
834,84390.96,46,18.98464718645831,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
835,53241.96,39,3.4826177128893816,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
836,64918.92,31,4.479215863433199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
837,64918.92,29,4.306727721992923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
838,79323.0,47,25.862269588013444,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
839,77638.92,38,13.256945727838353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
840,84390.96,47,21.20508976912599,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
841,72612.96,36,14.828504349849757,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
842,53241.96,43,3.808428646721014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
843,79323.0,47,22.45357536431275,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
844,53241.96,47,4.977514938705107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
845,79323.0,48,22.721890250997625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
846,69540.96,36,10.516300813842857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
847,72711.0,37,9.826348248081754,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
848,72711.0,34,9.37733149893564,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
849,64918.92,34,5.475814013977015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
850,75967.92,53,18.98464718645831,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
851,79323.0,48,24.846506088420707,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
852,86494.92,52,24.846506088420707,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
853,53241.96,31,3.4826177128893816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
854,72711.0,34,9.826348248081754,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
855,72612.96,38,16.91752739618199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
856,53241.96,38,4.95287377564221,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
857,79323.0,61,11.299342217841572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
858,69540.96,33,11.989294783602675,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
859,64918.92,32,4.977514938705107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
860,53241.96,31,3.808428646721014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
861,64918.92,31,3.6167751562318187,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
862,89073.96,36,15.937356687680102,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
863,69540.96,36,13.793575501208101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
864,75967.92,48,18.58765067044498,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
865,53241.96,41,4.306727721992923,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
866,64918.92,28,4.479215863433199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
867,64918.92,30,5.533310061123774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
868,77638.92,35,12.758646652566446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
869,53241.96,25,4.805026797264831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
870,53241.96,24,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
871,69540.96,36,13.793575501208101,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
872,72612.96,45,17.221435073957714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
873,53241.96,30,5.974113089248924,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
874,53241.96,41,5.475814013977015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
875,53241.96,25,3.4826177128893816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
876,79323.0,48,22.721890250997625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
877,79323.0,62,38.96863043046743,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
878,53241.96,28,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
879,64918.92,34,3.4826177128893816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
880,72612.96,49,14.828504349849757,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
881,53241.96,37,4.805026797264831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
882,116473.92,47,22.45357536431275,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
883,64918.92,26,3.6167751562318187,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
884,64918.92,42,3.808428646721014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
885,53241.96,23,3.808428646721014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
886,64918.92,28,5.533310061123774,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
887,53241.96,38,4.492905398468141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
888,80820.96,38,16.244002272462815,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
889,84390.96,41,18.98464718645831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
890,53241.96,35,4.805026797264831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
891,86494.92,51,25.17231702225234,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
892,69540.96,35,13.388365264173803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
893,79323.0,48,23.274947466409305,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
894,69540.96,32,12.758646652566446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
895,64918.92,31,9.826348248081754,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
896,75967.92,47,18.58765067044498,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
897,69540.96,53,13.256945727838353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
898,72711.0,32,7.945406134280649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
899,64918.92,34,8.936528470810488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
900,69540.96,41,13.793575501208101,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
901,69540.96,41,11.762048502022628,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
902,44082.0,22,2.9843186376174735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
903,53241.96,34,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
904,53241.96,29,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
905,53241.96,25,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
906,53241.96,25,3.4826177128893816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
907,69540.96,39,13.388365264173803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
908,53241.96,24,4.479215863433199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
909,44082.0,22,2.9843186376174735,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
910,64918.92,28,7.469010315064649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
911,79323.0,53,30.768598944536848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
912,53241.96,23,4.479215863433199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
913,64918.92,28,7.945406134280649,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
914,69540.96,33,10.401308719549341,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
915,53241.96,24,5.588068201263544,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
916,44082.0,38,8.670951491132604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
917,64918.92,28,6.472412164520832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
918,64918.92,32,8.936528470810488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
919,53241.96,25,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
920,53241.96,38,3.808428646721014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
921,64918.92,29,6.472412164520832,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
922,44082.0,38,2.5818463075901628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
923,53241.96,29,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
924,64918.92,30,8.936528470810488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
925,53241.96,24,4.876212379446532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
926,79323.0,47,22.721890250997625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
927,64918.92,28,6.970711239792741,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
928,95191.92,48,26.95469448380186,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
929,53241.96,28,3.808428646721014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
930,53241.96,27,5.974113089248924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
931,64918.92,31,6.970711239792741,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
932,69540.96,35,11.26374942675072,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
933,72612.96,53,15.937356687680102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
934,53241.96,25,5.475814013977015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
935,69540.96,36,13.256945727838353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
936,75967.92,47,22.204425826676797,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
937,44082.0,22,2.9843186376174735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
938,53241.96,34,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
939,53241.96,26,4.479215863433199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
940,64918.92,27,6.472412164520832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
941,80820.96,42,16.91752739618199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
942,53241.96,35,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
943,44082.0,25,2.5818463075901628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
944,64918.92,28,7.945406134280649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
945,79323.0,53,21.380315817573255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
946,64918.92,37,9.37733149893564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
947,69540.96,46,12.260347577294537,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
948,69540.96,38,11.762048502022628,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
949,64918.92,39,5.533310061123774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
950,64918.92,36,8.936528470810488,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
951,53241.96,24,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
952,64918.92,34,8.936528470810488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
953,69540.96,50,13.793575501208101,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
954,53241.96,24,3.808428646721014,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
955,64918.92,27,7.945406134280649,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
956,75967.92,52,9.957767784417202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
957,53241.96,25,3.4826177128893816,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
958,53241.96,27,4.977514938705107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
959,80820.96,41,16.244002272462815,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
960,69540.96,43,13.946898293599459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
961,44082.0,23,2.9843186376174735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
962,85776.96,31,10.4588047666961,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
963,95191.92,64,40.000821372102095,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
964,53241.96,26,4.977514938705107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
965,69540.96,39,13.793575501208101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
966,64918.92,29,6.472412164520832,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
967,75967.92,41,20.287890921784843,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
968,64918.92,34,9.826348248081754,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
969,44082.0,22,2.9843186376174735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
970,64918.92,35,7.811248690938212,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
971,79323.0,64,13.087195493405067,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
972,64918.92,40,5.475814013977015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
973,86494.92,45,26.073088427551557,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
974,79323.0,45,25.17231702225234,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
975,72612.96,52,16.244002272462815,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
976,69540.96,35,13.256945727838353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
977,84390.96,39,18.58765067044498,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
978,75967.92,50,25.11755888211257,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
979,53241.96,29,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
980,95191.92,53,32.20600012320582,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
981,64918.92,50,3.808428646721014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
982,53241.96,28,4.479215863433199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
983,64918.92,30,6.472412164520832,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
984,86494.92,55,30.768598944536848,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
985,77638.92,32,11.931798736455915,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
986,53241.96,40,4.479215863433199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
987,69540.96,34,10.551893604933708,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
988,72612.96,44,17.221435073957714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
989,64918.92,43,6.970711239792741,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
990,75967.92,43,21.26532372327974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
991,77638.92,33,13.256945727838353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
992,72612.96,39,16.91752739618199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
993,69540.96,48,12.758646652566446,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
994,44082.0,28,2.9843186376174735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
995,44082.0,26,3.6167751562318187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
996,79323.0,48,26.073088427551557,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,53241.96,26,3.4826177128893816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
998,53241.96,23,3.4826177128893816,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
999,69540.96,40,12.758646652566446,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1000,64918.92,35,9.37733149893564,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1001,53241.96,30,4.306727721992923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1002,64918.92,30,8.443705209552558,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1003,53241.96,31,4.479215863433199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1004,53241.96,28,5.3580840126765095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1005,64918.92,31,4.479215863433199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1006,53241.96,35,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1007,64918.92,29,6.472412164520832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1008,72612.96,46,17.221435073957714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1009,79323.0,64,15.915453431624195,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1010,53241.96,39,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1011,69540.96,40,13.618349452760837,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1012,75967.92,46,19.33509928335284,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1013,69540.96,34,13.946898293599459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1014,64918.92,36,6.970711239792741,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1015,53241.96,36,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1016,53241.96,34,4.306727721992923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1017,53241.96,29,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1018,53241.96,27,6.472412164520832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1019,86494.92,44,22.45357536431275,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1020,104331.0,37,17.221435073957714,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1021,75967.92,42,18.98464718645831,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1022,69540.96,35,11.762048502022628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1023,64918.92,29,3.6167751562318187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1024,44082.0,23,2.9843186376174735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1025,53241.96,32,3.4826177128893816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1026,64918.92,31,6.472412164520832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1027,69540.96,37,10.516300813842857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1028,86494.92,46,22.45357536431275,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1029,64918.92,32,3.6167751562318187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1030,64918.92,34,3.6167751562318187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1031,72612.96,42,14.828504349849757,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1032,53241.96,26,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1033,53241.96,24,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1034,53241.96,32,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1035,64918.92,30,6.970711239792741,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1036,64918.92,36,12.632702930244974,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1037,72711.0,29,8.443705209552558,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1038,53241.96,24,3.98091678816129,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1039,53241.96,37,5.475814013977015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1040,64918.92,37,8.936528470810488,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1041,53241.96,27,4.977514938705107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1042,69540.96,37,7.6524500845328784,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1043,69540.96,40,13.4841920094184,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1044,79323.0,65,17.506177402684518,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1045,77638.92,44,12.758646652566446,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1046,69540.96,35,12.621751302217021,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1047,77638.92,32,10.4588047666961,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1048,53241.96,29,4.306727721992923,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1049,64918.92,33,6.970711239792741,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1050,64918.92,30,3.6167751562318187,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1051,69540.96,43,13.793575501208101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1052,72612.96,43,15.937356687680102,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1053,44082.0,22,2.5818463075901628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1054,72612.96,45,15.937356687680102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1055,80820.96,38,16.91752739618199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1056,53241.96,37,4.306727721992923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1057,53241.96,31,4.298514000971957,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1058,75967.92,50,18.98464718645831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1059,53241.96,27,5.974113089248924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1060,53241.96,26,5.974113089248924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1061,44082.0,26,2.5818463075901628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1062,64918.92,26,4.479215863433199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1063,64918.92,32,7.945406134280649,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1064,64918.92,29,5.533310061123774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1065,95191.92,54,33.950046886657496,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1066,53241.96,24,3.98091678816129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1067,69540.96,50,10.401308719549341,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1068,53241.96,23,4.977514938705107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1069,79323.0,55,26.073088427551557,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1070,92859.96,50,22.204425826676797,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1071,95191.92,48,26.073088427551557,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1072,75967.92,49,18.98464718645831,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1073,53241.96,27,4.977514938705107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1074,53241.96,29,4.479215863433199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1075,72612.96,39,18.19886787545261,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1076,44082.0,34,2.5818463075901628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1077,53241.96,39,5.974113089248924,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1078,72612.96,40,16.244002272462815,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1079,86494.92,49,26.95469448380186,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1080,75967.92,41,18.56300950738208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1081,72612.96,41,17.221435073957714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1082,64918.92,32,3.98091678816129,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1083,53241.96,29,3.4826177128893816,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1084,106405.92,40,18.98464718645831,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1085,69540.96,30,11.26374942675072,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1086,72612.96,58,17.221435073957714,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1087,53241.96,26,4.479215863433199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1088,69540.96,34,13.946898293599459,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1089,64918.92,33,7.945406134280649,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1090,53241.96,31,3.808428646721014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1091,53241.96,25,3.808428646721014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1092,69540.96,41,12.260347577294537,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1093,75967.92,41,18.58765067044498,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1094,75967.92,46,20.287890921784843,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
